code,icao,ident,name,city,state,lat,lon,type,runways
DTW,KDTW,KDTW,Detroit Metropolitan Wayne County Airport,Detroit,MI,42.21377,-83.353786,large_airport,6.0
ANC,PANC,PANC,Ted Stevens Anchorage International Airport,Anchorage,AK,61.179004,-149.992561,large_airport,3.0
CLE,KCLE,KCLE,Cleveland Hopkins International Airport,Cleveland,OH,41.411701,-81.8498,large_airport,3.0
MEM,KMEM,KMEM,Frederick W. Smith International Airport,Memphis,TN,35.043845,-89.97634,large_airport,4.0
SNA,KSNA,KSNA,John Wayne Orange County International Airport,Santa Ana,CA,33.675063,-117.869281,large_airport,1.0
MDW,KMDW,KMDW,Chicago Midway International Airport,Chicago,IL,41.785999,-87.752403,large_airport,4.0
PSP,KPSP,KPSP,Palm Springs International Airport,Palm Springs,CA,33.8297,-116.507004,large_airport,2.0
MIA,KMIA,KMIA,Miami International Airport,Miami,FL,25.796011,-80.289751,large_airport,4.0
MCO,KMCO,KMCO,Orlando International Airport,Orlando,FL,28.429399490356445,-81.30899810791016,large_airport,4.0
SMF,KSMF,KSMF,Sacramento International Airport,Sacramento,CA,38.6954,-121.591003,large_airport,2.0
GEG,KGEG,KGEG,Spokane International Airport,Spokane,WA,47.6199,-117.533997,large_airport,2.0
ABQ,KABQ,KABQ,Albuquerque International Sunport,Albuquerque,NM,35.039976,-106.608925,large_airport,3.0
PVD,KPVD,KPVD,Rhode Island T. F. Green International Airport,Providence/Warwick,RI,41.725038,-71.425668,large_airport,2.0
SLC,KSLC,KSLC,Salt Lake City International Airport,Salt Lake City,UT,40.78886,-111.979866,large_airport,4.0
PWM,KPWM,KPWM,Portland International Jetport,Portland,ME,43.646198,-70.309303,large_airport,2.0
MCI,KMCI,KMCI,Kansas City International Airport,Kansas City,MO,39.301699,-94.713893,large_airport,3.0
SJC,KSJC,KSJC,Mineta San Jose International Airport,San Jose,CA,37.362452,-121.929188,large_airport,2.0
SRQ,KSRQ,KSRQ,Sarasota Bradenton International Airport,Sarasota/Bradenton,FL,27.394631,-82.554359,large_airport,2.0
MKE,KMKE,KMKE,General Mitchell International Airport,Milwaukee,WI,42.947201,-87.896599,large_airport,5.0
CVG,KCVG,KCVG,Cincinnati Northern Kentucky International Airport,Cincinnati / Covington,KY,39.048801,-84.667801,large_airport,4.0
EWR,KEWR,KEWR,Newark Liberty International Airport,Newark,NJ,40.6894,-74.170545,large_airport,3.0
PHL,KPHL,KPHL,Philadelphia International Airport,Philadelphia,PA,39.871899,-75.241096,large_airport,4.0
FAT,KFAT,KFAT,Fresno Yosemite International Airport,Fresno,CA,36.775767,-119.718018,large_airport,2.0
MSY,KMSY,KMSY,Louis Armstrong New Orleans International Airport,New Orleans,LA,29.993401,-90.264673,large_airport,2.0
MSP,KMSP,KMSP,Minneapolis–Saint Paul International Airport / Wold–Chamberlain Field,Minneapolis,MN,44.880081,-93.221741,large_airport,4.0
CLT,KCLT,KCLT,Charlotte Douglas International Airport,Charlotte,NC,35.2140007019043,-80.94309997558594,large_airport,3.0
PHX,KPHX,KPHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,33.435302,-112.005905,large_airport,3.0
STL,KSTL,KSTL,St. Louis Lambert International Airport,St Louis,MO,38.748697,-90.370003,large_airport,4.0
PIT,KPIT,KPIT,Pittsburgh International Airport,Pittsburgh,PA,40.491501,-80.232903,large_airport,4.0
COS,KCOS,KCOS,City of Colorado Springs Municipal Airport,Colorado Springs,CO,38.805801,-104.700996,large_airport,3.0
FLL,KFLL,KFLL,Fort Lauderdale Hollywood International Airport,Fort Lauderdale,FL,26.072599,-80.152702,large_airport,2.0
PNS,KPNS,KPNS,Pensacola International Airport,Pensacola,FL,30.472718,-87.186639,large_airport,2.0
CMH,KCMH,KCMH,John Glenn Columbus International Airport,Columbus,OH,39.998001,-82.891899,large_airport,2.0
PIE,KPIE,KPIE,St. Petersburg Clearwater International Airport,Pinellas Park,FL,27.9102,-82.687401,large_airport,2.0
PDX,KPDX,KPDX,Portland International Airport,Portland,OR,45.588699,-122.598,large_airport,3.0
GRR,KGRR,KGRR,Gerald R. Ford International Airport,Grand Rapids,MI,42.880798,-85.522797,large_airport,3.0
ALB,KALB,KALB,Albany International Airport,Albany,NY,42.748299,-73.801697,large_airport,2.0
BOI,KBOI,KBOI,Boise Air Terminal/Gowen Field,Boise,ID,43.5644,-116.223,large_airport,2.0
JFK,KJFK,KJFK,John F. Kennedy International Airport,New York,NY,40.639447,-73.779317,large_airport,4.0
HOU,KHOU,KHOU,William P. Hobby Airport,Houston,TX,29.645336,-95.276812,large_airport,3.0
BNA,KBNA,KBNA,Nashville International Airport,Nashville,TN,36.1245,-86.6782,large_airport,4.0
JAX,KJAX,KJAX,Jacksonville International Airport,Jacksonville,FL,30.492469,-81.687813,large_airport,2.0
RSW,KRSW,KRSW,Southwest Florida International Airport,Fort Myers,FL,26.534685,-81.752816,large_airport,1.0
ROC,KROC,KROC,Frederick Douglass Greater Rochester International Airport,Rochester,NY,43.1189,-77.672401,large_airport,3.0
SBD,KSBD,KSBD,San Bernardino International Airport,San Bernardino,CA,34.096717,-117.236596,large_airport,1.0
SAT,KSAT,KSAT,San Antonio International Airport,San Antonio,TX,29.533701,-98.469803,large_airport,3.0
IND,KIND,KIND,Indianapolis International Airport,Indianapolis,IN,39.7173,-86.294403,large_airport,3.0
BDL,KBDL,KBDL,Bradley International Airport,Hartford,CT,41.938555,-72.688016,large_airport,2.0
SAN,KSAN,KSAN,San Diego International Airport,San Diego,CA,32.733601,-117.190002,large_airport,1.0
BHM,KBHM,KBHM,Birmingham-Shuttlesworth International Airport,Birmingham,AL,33.562877,-86.750712,large_airport,2.0
IAH,KIAH,KIAH,George Bush Intercontinental Airport,Houston,TX,29.9844,-95.3414,large_airport,5.0
SAV,KSAV,KSAV,Savannah Hilton Head International Airport,Savannah,GA,32.126591,-81.19998,large_airport,2.0
GSO,KGSO,KGSO,Piedmont Triad International Airport,Greensboro,NC,36.09937,-79.937262,large_airport,3.0
BOS,KBOS,KBOS,Boston Logan International Airport,Boston,MA,42.36197,-71.0079,large_airport,5.0
RNO,KRNO,KRNO,Reno Tahoe International Airport,Reno,NV,39.4991,-119.767998,large_airport,3.0
RDU,KRDU,KRDU,Raleigh-Durham International Airport,Raleigh/Durham,NC,35.878659,-78.7873,large_airport,3.0
RIC,KRIC,KRIC,Richmond International Airport,Richmond,VA,37.505199,-77.319702,large_airport,2.0
LGB,KLGB,KLGB,Long Beach International Airport,Long Beach,CA,33.816523,-118.149891,large_airport,3.0
LGA,KLGA,KLGA,LaGuardia Airport,New York,NY,40.777199,-73.872597,large_airport,2.0
BWI,KBWI,KBWI,Baltimore/Washington International Thurgood Marshall Airport,Baltimore,MD,39.1754,-76.668297,large_airport,3.0
SFO,KSFO,KSFO,San Francisco International Airport,San Francisco,CA,37.619806,-122.374821,large_airport,4.0
AUS,KAUS,KAUS,Austin Bergstrom International Airport,Austin,TX,30.197535,-97.662015,large_airport,2.0
SFB,KSFB,KSFB,Orlando Sanford International Airport,Orlando,FL,28.774277,-81.234626,large_airport,4.0
BUF,KBUF,KBUF,Buffalo Niagara International Airport,Buffalo,NY,42.940498,-78.732201,large_airport,2.0
LAX,KLAX,KLAX,Los Angeles International Airport,Los Angeles,CA,33.942501,-118.407997,large_airport,4.0
LAS,KLAS,KLAS,Harry Reid International Airport,Las Vegas,NV,36.083361,-115.151817,large_airport,4.0
SEA,KSEA,KSEA,Seattle–Tacoma International Airport,Seattle,WA,47.447943,-122.310276,large_airport,3.0
ATL,KATL,KATL,Hartsfield Jackson Atlanta International Airport,Atlanta,GA,33.6367,-84.428101,large_airport,5.0
SDF,KSDF,KSDF,Louisville Muhammad Ali International Airport,Louisville,KY,38.1706,-85.735076,large_airport,3.0
BUR,KBUR,KBUR,Hollywood Burbank/Bob Hope Airport,Burbank,CA,34.202834,-118.35805,large_airport,2.0
SYR,KSYR,KSYR,Syracuse Hancock International Airport,Syracuse,NY,43.11119842529297,-76.1063003540039,large_airport,2.0
CHS,KCHS,KCHS,Charleston International Airport,Charleston,SC,32.896159,-80.038151,large_airport,2.0
IAD,KIAD,KIAD,Washington Dulles International Airport,Dulles,VA,38.9445,-77.455803,large_airport,4.0
OAK,KOAK,KOAK,Oakland San Francisco Bay Airport,Oakland,CA,37.720085,-122.221184,large_airport,4.0
KOA,PHKO,PHKO,Ellison Onizuka Kona International Airport at Keāhole,Kailua-Kona,HI,19.738783,-156.045603,large_airport,1.0
LIH,PHLI,PHLI,Lihue Airport,"Lihue, Kauai",HI,21.974393,-159.337146,large_airport,2.0
OMA,KOMA,KOMA,Eppley Airfield,Omaha,NE,41.3032,-95.894096,large_airport,3.0
DEN,KDEN,KDEN,Denver International Airport,Denver,CO,39.860027,-104.673792,large_airport,6.0
DCA,KDCA,KDCA,Ronald Reagan Washington National Airport,Washington,DC,38.8521,-77.037697,large_airport,3.0
DSM,KDSM,KDSM,Des Moines International Airport,Des Moines,IA,41.534027,-93.656719,large_airport,2.0
TUS,KTUS,KTUS,Tucson International Airport,Tucson,AZ,32.115004,-110.938053,large_airport,2.0
OKC,KOKC,KOKC,OKC Will Rogers World Airport,Oklahoma City,OK,35.393388,-97.598248,large_airport,4.0
TPA,KTPA,KTPA,Tampa International Airport,Tampa,FL,27.9755,-82.533203,large_airport,3.0
ORF,KORF,KORF,Norfolk International Airport,Norfolk,VA,36.895341,-76.201,large_airport,2.0
TUL,KTUL,KTUL,Tulsa International Airport,Tulsa,OK,36.197084,-95.886225,large_airport,3.0
DFW,KDFW,KDFW,Dallas Fort Worth International Airport,Dallas-Fort Worth,TX,32.896801,-97.038002,large_airport,7.0
TYS,KTYS,KTYS,McGhee Tyson Airport,Knoxville/Maryville,TN,35.811001,-83.994003,large_airport,2.0
OGG,PHOG,PHOG,Kahului International Airport,Kahului,HI,20.896263,-156.431837,large_airport,2.0
ORD,KORD,KORD,Chicago O'Hare International Airport,Chicago,IL,41.9786,-87.9048,large_airport,8.0
DAL,KDAL,KDAL,Dallas Love Field,Dallas,TX,32.844776,-96.847653,large_airport,2.0
MYR,KMYR,KMYR,Myrtle Beach International Airport,Myrtle Beach,SC,33.679699,-78.928299,large_airport,1.0
DJT,KDJT,KPBI,President Donald J. Trump International Airport,West Palm Beach,FL,26.683201,-80.095596,large_airport,3.0
ONT,KONT,KONT,Ontario International Airport,Ontario,CA,34.056,-117.600998,large_airport,2.0
HNL,PHNL,PHNL,Daniel K. Inouye International Airport,"Honolulu, Oahu",HI,21.318387,-157.92567,large_airport,6.0
ELP,KELP,KELP,El Paso International Airport,El Paso,TX,31.809908,-106.375607,large_airport,3.0
EED,KEED,KEED,Needles Airport,Needles,CA,34.7663002014,-114.623001099,medium_airport,2.0
SGF,KSGF,KSGF,Springfield Branson National Airport,Springfield,MO,37.245047,-93.388596,medium_airport,2.0
PNX,KGYI,KGYI,North Texas Regional Airport Perrin Field,Denison,TX,33.7141,-96.673698,medium_airport,2.0
GYY,KGYY,KGYY,Gary/Chicago International Airport,Gary,IN,41.617087,-87.413206,medium_airport,2.0
HIB,KHIB,KHIB,Range Regional Airport,Hibbing,MN,47.384831,-92.836905,medium_airport,2.0
SFF,KSFF,KSFF,Felts Field,Spokane,WA,47.682899,-117.321925,medium_airport,2.0
MNZ,KHEF,KHEF,Washington Manassas Harry P. Davis Field,Manassas,VA,38.723021,-77.515422,medium_airport,2.0
TLH,KTLH,KTLH,Tallahassee International Airport,Tallahassee,FL,30.401209,-84.35433,medium_airport,2.0
HBG,KHBG,KHBG,Hattiesburg Bobby L Chain Municipal Airport,Hattiesburg,MS,31.26479912,-89.25279999,medium_airport,1.0
HBR,KHBR,KHBR,Hobart Regional Airport,Hobart,OK,34.991317,-99.051313,medium_airport,1.0
ECG,KECG,KECG,Elizabeth City Regional Airport & Coast Guard Air Station,Elizabeth City,NC,36.260601,-76.174599,medium_airport,1.0
HHR,KHHR,KHHR,Jack Northrop Field Hawthorne Municipal Airport,Hawthorne,CA,33.922798,-118.334999,medium_airport,1.0
HGR,KHGR,KHGR,Hagerstown Regional Richard A Henson Field,Hagerstown,MD,39.708771,-77.728014,medium_airport,2.0
ECP,KECP,KECP,Northwest Florida Beaches International Airport,Panama City Beach,FL,30.357106,-85.795414,medium_airport,1.0
HFD,KHFD,KHFD,Hartford Brainard Airport,Hartford,CT,41.736698150635,-72.649398803711,medium_airport,1.0
EDW,KEDW,KEDW,Edwards Air Force Base,Edwards,CA,34.910781,-117.886391,medium_airport,3.0
HDN,KHDN,KHDN,Yampa Valley Airport,Hayden,CO,40.481201,-107.218002,medium_airport,1.0
SGR,KSGR,KSGR,Sugar Land Regional Airport,Houston,TX,29.622299194336,-95.65650177002,medium_airport,1.0
EEN,KEEN,KEEN,Dillant Hopkins Airport,Keene,NH,42.898399,-72.270798,medium_airport,2.0
GRF,KGRF,KGRF,Gray Army Air Field,Joint Base Lewis McChord,WA,47.079201,-122.581001,medium_airport,1.0
GRI,KGRI,KGRI,Central Nebraska Regional Airport,Grand Island,NE,40.967498779296875,-98.30960083007812,medium_airport,2.0
GRK,KGRK,KGRK,Killeen Regional Airport / Robert Gray Army Airfield,Fort Cavazos,TX,31.0672,-97.828903,medium_airport,1.0
SHV,KSHV,KSHV,Shreveport Regional Airport,Shreveport,LA,32.444747,-93.826741,medium_airport,2.0
TIX,KTIX,KTIX,Space Coast Regional Airport,Titusville,FL,28.514799118042,-80.799201965332,medium_airport,2.0
GSB,KGSB,KGSB,Seymour Johnson Air Force Base,Goldsboro,NC,35.339401,-77.960602,medium_airport,1.0
SHR,KSHR,KSHR,Sheridan County Airport,Sheridan,WY,44.76919937133789,-106.9800033569336,medium_airport,2.0
EGI,KEGI,KEGI,Duke Field,Crestview,FL,30.65040016,-86.52290344,medium_airport,1.0
GSP,KGSP,KGSP,Greenville-Spartanburg International Airport,Greenville/Greer/Spartanburg,SC,34.895699,-82.218903,medium_airport,1.0
GTF,KGTF,KGTF,Great Falls International Airport,Great Falls,MT,47.481998,-111.371002,medium_airport,3.0
SGH,KSGH,KSGH,Springfield-Beckley Municipal Airport,Springfield,OH,39.840301513672,-83.840202331543,medium_airport,2.0
GTR,KGTR,KGTR,Golden Triangle Regional Airport,Columbus/W Point/Starkville,MS,33.450298,-88.5914,medium_airport,1.0
GUP,KGUP,KGUP,Gallup Municipal Airport,Gallup,NM,35.511653,-108.788166,medium_airport,1.0
GUS,KGUS,KGUS,Grissom Air Reserve Base,Peru,IN,40.648102,-86.1521,medium_airport,1.0
GUY,KGUY,KGUY,Guymon Municipal Airport,Guymon,OK,36.6851005554,-101.508003235,medium_airport,1.0
SHD,KSHD,KSHD,Shenandoah Valley Regional Airport,Weyers Cave,VA,38.263802,-78.8964,medium_airport,1.0
SGU,KSGU,KSGU,St George Regional Airport,St George,UT,37.036389,-113.510306,medium_airport,1.0
EGE,KEGE,KEGE,Eagle County Regional Airport,Eagle,CO,39.64260101,-106.9179993,medium_airport,1.0
GWO,KGWO,KGWO,Greenwood–Leflore Airport,Greenwood,MS,33.495025,-90.088204,medium_airport,2.0
TMB,KTMB,KTMB,Miami Executive Airport,Miami,FL,25.6479,-80.4328,medium_airport,3.0
UST,KSGJ,KSGJ,Northeast Florida Regional Airport,St Augustine,FL,29.9592,-81.339798,medium_airport,4.0
EFD,KEFD,KEFD,Ellington Airport,Houston,TX,29.6072998047,-95.1587982178,medium_airport,2.0
GUC,KGUC,KGUC,Gunnison Crested Butte Regional Airport,Gunnison,CO,38.534672,-106.934566,medium_airport,1.0
HIF,KHIF,KHIF,Hill Air Force Base,Ogden,UT,41.12403,-111.973086,medium_airport,1.0
SDM,KSDM,KSDM,Brown Field Municipal Airport,San Diego,CA,32.572639,-116.980019,medium_airport,2.0
HIO,KHIO,KHIO,Portland Hillsboro Airport,Portland,OR,45.540401,-122.949997,medium_airport,3.0
DVL,KDVL,KDVL,Devils Lake Regional Airport,Devils Lake,ND,48.115454,-98.908796,medium_airport,2.0
SBA,KSBA,KSBA,Santa Barbara Municipal Airport,Santa Barbara,CA,34.426201,-119.839996,medium_airport,3.0
HST,KHST,KHST,Homestead Air Reserve Base,Homestead,FL,25.4886,-80.383598,medium_airport,1.0
HSV,KHSV,KHSV,Huntsville International Airport,Huntsville,AL,34.636244,-86.774378,medium_airport,2.0
MQT,KSAW,KSAW,Marquette Sawyer Regional Airport,Gwinn,MI,46.351498,-87.395884,medium_airport,1.0
DUJ,KDUJ,KDUJ,DuBois Regional Airport,Dubois,PA,41.17829895,-78.8986969,medium_airport,1.0
HTS,KHTS,KHTS,Tri-State Airport / Milton J. Ferguson Field,Huntington,WV,38.366699,-82.557999,medium_airport,1.0
HUA,KHUA,KHUA,Redstone Army Air Field,Redstone Arsnl Huntsville,AL,34.67869949,-86.68479919,medium_airport,1.0
HUF,KHUF,KHUF,"Terre Haute Regional Airport, Hulman Field",Terre Haute,IN,39.4515,-87.307602,medium_airport,2.0
HUL,KHUL,KHUL,Houlton International Airport,Houlton,ME,46.1231002808,-67.792098999,medium_airport,1.0
DUG,KDUG,KDUG,Bisbee Douglas International Airport,Douglas Bisbee,AZ,31.464139,-109.60456,medium_airport,2.0
HUT,KHUT,KHUT,Hutchinson Municipal Airport,Hutchinson,KS,38.0654983521,-97.86060333250002,medium_airport,3.0
TPL,KTPL,KTPL,Draughon Miller Central Texas Regional Airport,Temple,TX,31.1525,-97.407799,medium_airport,2.0
HVN,KHVN,KHVN,Tweed New Haven Airport,New Haven,CT,41.262869,-72.887694,medium_airport,1.0
HVR,KHVR,KHVR,Havre City County Airport,Havre,MT,48.541387,-109.762859,medium_airport,2.0
SAF,KSAF,KSAF,Santa Fe Municipal Airport,Santa Fe,NM,35.6171,-106.088997,medium_airport,3.0
HWO,KHWO,KHWO,North Perry Airport,Hollywood,FL,26.0012,-80.2407,medium_airport,4.0
SAC,KSAC,KSAC,Sacramento Executive Airport,Sacramento,CA,38.5125007629,-121.492996216,medium_airport,3.0
HHH,KHXD,KHXD,Hilton Head Airport,Hilton Head Island,SC,32.2244,-80.697502,medium_airport,1.0
HYA,KHYA,KHYA,Cape Cod Gateway Airport,Hyannis,MA,41.6693,-70.280403,medium_airport,2.0
HYR,KHYR,KHYR,Sawyer County Airport,Hayward,WI,46.025199890100005,-91.44429779050002,medium_airport,1.0
HYS,KHYS,KHYS,Hays Regional Airport,Hays,KS,38.844521,-99.273148,medium_airport,2.0
JFN,KHZY,KHZY,Northeast Ohio Regional Airport,Ashtabula,OH,41.778,-80.695503,medium_airport,1.0
SBN,KSBN,KSBN,South Bend International Airport,South Bend,IN,41.708304,-86.316922,medium_airport,3.0
SBP,KSBP,KSBP,San Luis County Regional Airport,San Luis Obispo,CA,35.236801147499996,-120.641998291,medium_airport,1.0
HRO,KHRO,KHRO,Boone County Airport,Harrison,AR,36.26150131225586,-93.15470123291016,medium_airport,1.0
HRL,KHRL,KHRL,Valley International Airport,Harlingen,TX,26.228500366210938,-97.65440368652344,medium_airport,3.0
EAU,KEAU,KEAU,Chippewa Valley Regional Airport,Eau Claire,WI,44.86579895019531,-91.48429870605467,medium_airport,2.0
SDY,KSDY,KSDY,Sidney - Richland Regional Airport,Sidney,MT,47.705141,-104.194422,medium_airport,2.0
HKY,KHKY,KHKY,Hickory Regional Airport,Hickory,NC,35.74110031,-81.38950348,medium_airport,1.0
GRB,KGRB,KGRB,Austin Straubel International Airport,Green Bay,WI,44.483459,-88.130805,medium_airport,2.0
EAT,KEAT,KEAT,Pangborn Memorial Airport,Wenatchee,WA,47.398899,-120.207001,medium_airport,1.0
HLG,KHLG,KHLG,Wheeling Ohio County Airport,Wheeling,WV,40.1749992371,-80.6463012695,medium_airport,2.0
HLN,KHLN,KHLN,Helena Regional Airport,Helena,MT,46.6068,-111.983002,medium_airport,2.0
HMN,KHMN,KHMN,Holloman Air Force Base,Alamogordo,NM,32.852501,-106.107002,medium_airport,3.0
SCK,KSCK,KSCK,Stockton Metropolitan Airport,Stockton,CA,37.893279,-121.238079,medium_airport,2.0
SCH,KSCH,KSCH,Schenectady County Airport,Schenectady,NY,42.852500915527,-73.928901672363,medium_airport,2.0
EAR,KEAR,KEAR,Kearney Regional Airport,Kearney,NE,40.727001,-99.006798,medium_airport,2.0
HII,KHII,KHII,Lake Havasu City Airport,Lake Havasu City,AZ,34.570506,-114.357745,medium_airport,1.0
HOB,KHOB,KHOB,Lea County Regional Airport,Hobbs,NM,32.6875,-103.217003,medium_airport,3.0
HON,KHON,KHON,Huron Regional Airport,Huron,SD,44.385201,-98.2285,medium_airport,2.0
DYS,KDYS,KDYS,Dyess Air Force Base,Abilene,TX,32.420799,-99.854599,medium_airport,3.0
TOL,KTOL,KTOL,Eugene F. Kranz Toledo Express Airport,Toledo,OH,41.5868,-83.8078,medium_airport,2.0
HOP,KHOP,KHOP,Campbell Army Airfield (Fort Campbell),Fort Campbell,KY,36.674154,-87.48974,medium_airport,2.0
HOT,KHOT,KHOT,Memorial Field Airport,Hot Springs,AR,34.4788,-93.096262,medium_airport,2.0
DXR,KDXR,KDXR,Danbury Municipal Airport,Danbury,CT,41.371656,-73.482227,medium_airport,2.0
TOP,KTOP,KTOP,Philip Billard Municipal Airport,Topeka,KS,39.069899,-95.622606,medium_airport,3.0
HPN,KHPN,KHPN,Westchester County Airport,White Plains,NY,41.06700134277344,-73.70760345458984,medium_airport,2.0
TPH,KTPH,KTPH,Tonopah Airport,Tonopah,NV,38.06019974,-117.086998,medium_airport,2.0
SBY,KSBY,KSBY,Salisbury Ocean City Wicomico Regional Airport,Salisbury,MD,38.34049987792969,-75.51029968261719,medium_airport,2.0
HQM,KHQM,KHQM,Bowerman Airport,Hoquiam,WA,46.971199035599994,-123.93699646,medium_airport,1.0
TOI,KTOI,KTOI,Troy Municipal Airport at N Kenneth Campbell Field,Troy,AL,31.860399,-86.012101,medium_airport,2.0
TIW,KTIW,KTIW,Tacoma Narrows Airport,Tacoma,WA,47.267407,-122.577295,medium_airport,1.0
EUG,KEUG,KEUG,Eugene Airport,Eugene,OR,44.124599,-123.211998,medium_airport,2.0
FCA,KGPI,KGPI,Glacier Park International Airport,Kalispell,MT,48.310501,-114.255997,medium_airport,2.0
STP,KSTP,KSTP,Saint Paul Downtown Holman Field,Saint Paul,MN,44.93479,-93.060036,medium_airport,3.0
TCM,KTCM,KTCM,McChord Air Force Base,Tacoma,WA,47.137699,-122.475998,medium_airport,2.0
ENW,KENW,KENW,Kenosha Regional Airport,Kenosha,WI,42.59569931,-87.92780304,medium_airport,3.0
FRD,KFHR,KFHR,Friday Harbor Airport,Friday Harbor,WA,48.523654,-123.024645,medium_airport,1.0
FHU,KFHU,KFHU,Sierra Vista Municipal Airport / Libby Army Air Field,Fort Huachuca / Sierra Vista,AZ,31.587383,-110.348225,medium_airport,3.0
ENV,KENV,KENV,Wendover Airport,Wendover,UT,40.7187004089,-114.03099823,medium_airport,2.0
FKL,KFKL,KFKL,Venango Regional Airport,Franklin,PA,41.3778991699,-79.8603973389,medium_airport,2.0
STJ,KSTJ,KSTJ,Rosecrans Memorial Airport,St Joseph,MO,39.771900177002,-94.909698486328,medium_airport,2.0
FLG,KFLG,KFLG,Flagstaff Pulliam Airport,Flagstaff,AZ,35.139757,-111.669826,medium_airport,1.0
FLO,KFLO,KFLO,Florence Regional Airport,Florence,SC,34.18539810180664,-79.7238998413086,medium_airport,2.0
STC,KSTC,KSTC,Saint Cloud Regional Airport,Saint Cloud,MN,45.5466,-94.059898,medium_airport,2.0
FFO,KFFO,KFFO,Wright-Patterson Air Force Base,Dayton,OH,39.826099,-84.048302,medium_airport,2.0
SSI,KSSI,KSSI,St Simons Island Airport,St Simons Island,GA,31.1518,-81.391296,medium_airport,2.0
SSF,KSSF,KSSF,Stinson Municipal Airport,San Antonio,TX,29.336999893188,-98.471099853516,medium_airport,2.0
FMN,KFMN,KFMN,Four Corners Regional Airport,Farmington,NM,36.741199,-108.230003,medium_airport,2.0
FMY,KFMY,KFMY,Page Field,Fort Myers,FL,26.58659935,-81.86329650879999,medium_airport,2.0
FNL,KFNL,KFNL,Northern Colorado Regional Airport,Loveland,CO,40.44969,-105.011272,medium_airport,1.0
TCS,KTCS,KTCS,Truth or Consequences Municipal Airport,Truth or Consequences,NM,33.2369,-107.272003,medium_airport,4.0
FNT,KFNT,KFNT,Bishop International Airport,Flint,MI,42.969294,-83.743355,medium_airport,2.0
FOD,KFOD,KFOD,Fort Dodge Regional Airport,Fort Dodge,IA,42.552624,-94.191237,medium_airport,2.0
FOE,KFOE,KFOE,Topeka Regional Airport,Topeka,KS,38.950901,-95.663597,medium_airport,2.0
SSC,KSSC,KSSC,Shaw Air Force Base,Sumter,SC,33.972698,-80.470596,medium_airport,2.0
RUI,KSRR,KSRR,Sierra Blanca Regional Airport,Alto,NM,33.462799,-105.535004,medium_airport,2.0
END,KEND,KEND,Vance Air Force Base,Enid,OK,36.339199,-97.916496,medium_airport,3.0
FME,KFME,KFME,Fort Meade Executive Airport,Fort Meade(Odenton),MD,39.0854,-76.759399,medium_airport,1.0
TEB,KTEB,KTEB,Teterboro Airport,Teterboro,NJ,40.850101,-74.060799,medium_airport,2.0
TCL,KTCL,KTCL,Tuscaloosa National Airport,Tuscaloosa,AL,33.2206,-87.611397,medium_airport,2.0
SUN,KSUN,KSUN,Friedman Memorial Airport,Hailey,ID,43.50439835,-114.2959976,medium_airport,1.0
EVV,KEVV,KEVV,Evansville Regional Airport,Evansville,IN,38.0369987488,-87.5324020386,medium_airport,3.0
EVW,KEVW,KEVW,Evanston-Uinta County Airport-Burns Field,Evanston,WY,41.27479935,-111.0350037,medium_airport,1.0
EWB,KEWB,KEWB,New Bedford Regional Airport,New Bedford,MA,41.67610168457031,-70.95690155029297,medium_airport,2.0
NCO,KOQU,KOQU,Quonset State Airport,North Kingstown,RI,41.597099304199,-71.412101745605,medium_airport,2.0
EWN,KEWN,KEWN,Coastal Carolina Regional Airport,New Bern,NC,35.0730018616,-77.04290008539999,medium_airport,2.0
EYW,KEYW,KEYW,Key West International Airport,Key West,FL,24.556119,-81.759579,medium_airport,1.0
SWO,KSWO,KSWO,Stillwater Regional Airport,Stillwater,OK,36.162132,-97.085581,medium_airport,2.0
FAF,KFAF,KFAF,Felker Army Air Field,Newport News (Fort Eustis),VA,37.1325,-76.608803,medium_airport,1.0
SWF,KSWF,KSWF,New York Stewart International Airport,Newburgh,NY,41.50421,-74.108901,medium_airport,2.0
ESF,KESF,KESF,Esler Army Airfield / Esler Regional Airport,Alexandria,LA,31.394266,-92.294082,medium_airport,2.0
FAR,KFAR,KFAR,Hector International Airport,Fargo,ND,46.9207,-96.815804,medium_airport,3.0
STS,KSTS,KSTS,Charles M. Schulz Sonoma County Airport,Santa Rosa,CA,38.50899887,-122.8130035,medium_airport,2.0
ESC,KESC,KESC,Delta County Airport,Escanaba,MI,45.723199,-87.088623,medium_airport,2.0
FBG,KFBG,KFBG,Simmons Army Air Field,Fort Bragg,NC,35.13180161,-78.93669891,medium_airport,1.0
TBN,KTBN,KTBN,Waynesville-St. Robert Regional Airport-Forney Field,Fort Leonard Wood,MO,37.7416,-92.140701,medium_airport,1.0
SVN,KSVN,KSVN,Hunter Army Air Field,Savannah,GA,32.00999832,-81.14569855,medium_airport,1.0
ERI,KERI,KERI,Erie International Tom Ridge Field,Erie,PA,42.083127,-80.173867,medium_airport,2.0
SVC,KSVC,KSVC,Grant County Airport,Silver City,NM,32.636701,-108.154736,medium_airport,4.0
SUX,KSUX,KSUX,Sioux Gateway Airport / Brigadier General Bud Day Field,Sioux City,IA,42.397605,-96.382237,medium_airport,2.0
FCS,KFCS,KFCS,Butts AAF (Fort Carson) Air Field,Fort Carson,CO,38.67839813,-104.7570038,medium_airport,1.0
